iter	RMSE
305	4.475211903
306	4.47437832
307	4.471563444
308	4.469101135
309	4.467967682
310	4.463357983
311	4.459597965
312	4.455182796
313	4.452719234
314	4.447928367
315	4.442923637
316	4.436971474
317	4.430496823
318	4.42913953
319	4.424290722
320	4.418732039
321	4.416128923
322	4.414984973
323	4.412857808
324	4.411197128
325	4.409100054
326	4.404516363
327	4.404268316
328	4.401998017
329	4.398616887
330	4.397590078
331	4.395776999
332	4.394689906
333	4.391936072
334	4.388834142
335	4.384318426
336	4.378514619
337	4.376589374
338	4.373376485
339	4.372511298
340	4.367335467
341	4.364815267
342	4.361349038
343	4.357489603
344	4.356641288
345	4.355277256
346	4.352264976
347	4.35151182
348	4.346779573
349	4.340637053
350	4.336456911
351	4.33477858
352	4.332574999
353	4.32922275
354	4.325586255
355	4.324489526
356	4.324402428
357	4.320713051
358	4.315192234
359	4.312714733
360	4.308640548
361	4.304820717
362	4.303127368
363	4.30027674
364	4.296048373
365	4.293486159
366	4.290847345
367	4.285160282
368	4.279881512
369	4.276519097
370	4.275289796
371	4.270537348
372	4.26617149
373	4.265946417
374	4.262638938
375	4.261469691
376	4.257801568
377	4.257234706
378	4.255364774
379	4.251443854
380	4.249662875
381	4.246743161
382	4.243334989
383	4.240088042
384	4.236080063
385	4.234787257
386	4.232754766
387	4.23087882
388	4.229711386
389	4.226730042
390	4.225966704
391	4.22197274
392	4.216854881
393	4.212228227
394	4.206660221
395	4.201635611
396	4.200793159
397	4.197763297
398	4.197187427
399	4.194298559
400	4.191921538
401	4.190915674
402	4.186599334
403	4.18628029
404	4.182392343
405	4.180576271
406	4.18015355
407	4.179673177
408	4.174539812
409	4.172792509
410	4.171546404
411	4.167866395
412	4.166852484
413	4.162791734
414	4.160198042
415	4.157117509
416	4.154968105
417	4.151806538
418	4.147951848
419	4.146011995
420	4.144733252
421	4.14303858
422	4.141263341
423	4.139458703
424	4.137096605
425	4.133243051
426	4.132802804
427	4.129107758
428	4.126294886
429	4.123706589
430	4.121290834
431	4.117528939
432	4.115509531
433	4.112193516
434	4.109689353
435	4.107542149
436	4.103803076
437	4.102755772
438	4.099522401
439	4.099379785
440	4.09596849
441	4.094833074
442	4.092353367
443	4.090792919
444	4.086162113
445	4.084321799
446	4.080568302
447	4.078114286
448	4.077418985
449	4.075163462
450	4.07371081
451	4.069348709
452	4.06731945
453	4.063139297
454	4.061731049
455	4.059103062
456	4.055487285
457	4.053495228
458	4.053067617
459	4.049501171
460	4.048175633
461	4.043624233
462	4.040527437
463	4.038196314
464	4.035545607
465	4.031722224
466	4.028702603
467	4.025058296
468	4.021928723
469	4.019353485
470	4.017989916
471	4.017632688
472	4.015849363
473	4.010813783
474	4.009153775
475	4.00764595
476	4.00611546
477	4.004001534
478	4.001216598
479	4.000129961
480	3.999850556
481	3.995471607
482	3.993568993
483	3.99298276
484	3.99074805
485	3.987850879
486	3.983641375
487	3.978997874
488	3.978855665
489	3.974552903
490	3.970978947
491	3.970852823
492	3.967678816
493	3.964374979
494	3.962905375
495	3.959598197
496	3.959354223
497	3.955153163
498	3.95361688
499	3.952212526
500	3.951489323
501	3.947843462
502	3.946452576
503	3.946128646
504	3.943779445
505	3.943197857
506	3.94213335
507	3.939905906
508	3.939764703
509	3.938029841
510	3.93661303
511	3.935983845
512	3.933910764
513	3.932155631
514	3.931573805
515	3.92974415
516	3.926586548
517	3.923464183
518	3.920820365
519	3.917485419
520	3.916562132
521	3.914297649
522	3.912539082
523	3.911791802
524	3.91164676
525	3.909583832
526	3.906539016
527	3.905275023
528	3.903389624
529	3.899874573
530	3.897518938
531	3.892663388
532	3.890030385
533	3.889911256
534	3.887003563
535	3.885763406
536	3.884556162
537	3.881571354
538	3.87954992
539	3.878610077
540	3.875766694
541	3.873938473
542	3.873478956
543	3.872819604
544	3.870210504
545	3.86865071
546	3.867468117
547	3.866089124
548	3.862867803
549	3.862755363
550	3.859832863
551	3.856782513
552	3.854653184
553	3.852715774
554	3.849236638
555	3.84670289
556	3.84300294
557	3.842904844
558	3.84273797
559	3.841134919
560	3.839805573
561	3.837889238
562	3.835982518
563	3.835560392
564	3.834825591
565	3.83153645
566	3.830254245
567	3.827014431
568	3.82398048
569	3.820756724
570	3.819732745
571	3.81841349
572	3.814962569
573	3.811904837
574	3.809878368
575	3.80795918
576	3.805531088
577	3.803975405
578	3.801945507
579	3.800638787
580	3.800294632
581	3.797184341
582	3.796687114
583	3.794897905
584	3.794274212
585	3.791591833
586	3.791351302
587	3.788220169
588	3.786784795
589	3.784342845
590	3.784196271
591	3.78185349
592	3.780740987
593	3.779353212
594	3.775194092
595	3.772871804
596	3.770568678
597	3.767970905
598	3.764949239
599	3.762652833
600	3.762411911
601	3.76044392
602	3.759367673
603	3.757608524
604	3.7548798
605	3.751170937
606	3.750571487
607	3.747748175
608	3.74480688
609	3.742892334
610	3.738625739
611	3.735952088
612	3.733291471
613	3.730898842
614	3.727244178
615	3.725934802
616	3.723736101
617	3.723258172
618	3.720228144
619	3.717678403
620	3.717542024
621	3.714697553
622	3.712039378
623	3.710457581
624	3.706855606
625	3.702982593
626	3.702632376
627	3.700317148
628	3.698940961
629	3.697417661
630	3.695560011
631	3.694654971
632	3.693609674
633	3.693274139
634	3.691047419
635	3.69081052
636	3.689158104
637	3.687700601
638	3.685565839
639	3.685195587
640	3.681583403
641	3.678566983
642	3.678424271
643	3.67567679
644	3.67364463
645	3.672892764
646	3.671266146
647	3.669800704
648	3.668256542
649	3.66578131
650	3.664329568
651	3.661625895
652	3.65949311
653	3.658090236
654	3.657907359
655	3.655829452
656	3.654652054
657	3.651321757
658	3.648710315
659	3.646903331
660	3.644618929
661	3.641897272
662	3.640125226
663	3.637695801
664	3.635638869
665	3.634662635
666	3.632321007
667	3.629401581
668	3.62673632
669	3.625861878
670	3.623574016
671	3.62210105
672	3.620792784
673	3.620004552
674	3.616907186
675	3.615311524
676	3.612500032
677	3.611976968
678	3.610114131
679	3.608061444
680	3.606422596
681	3.603715283
682	3.601999618
683	3.600618806
684	3.597574178
685	3.593818469
686	3.592409296
687	3.59098888
688	3.589257136
689	3.586962883
690	3.586609313
691	3.585052811
692	3.583425077
693	3.582070107
694	3.579844123
695	3.579760685
696	3.578031557
697	3.577186581
698	3.575628119
699	3.575309766
700	3.572170344
701	3.571091424
702	3.570017405
703	3.568933152
704	3.566891386
705	3.566400546
706	3.563924122
707	3.563261215
708	3.561505795
709	3.561047906
710	3.55984012
711	3.5595717
712	3.55729984
713	3.555054686
714	3.553217136
715	3.551982652
716	3.550158245
717	3.547883905
718	3.545032137
719	3.542193162
720	3.541097697
721	3.540830952
722	3.538994968
723	3.538023084
724	3.535341022
725	3.532769146
726	3.53060145
727	3.529576544
728	3.528124316
729	3.526669856
730	3.524782434
731	3.522430987
732	3.522355929
733	3.519802688
734	3.519732157
735	3.517826316
736	3.516171336
737	3.512859894
738	3.510195341
739	3.508754418
740	3.506980496
741	3.505472613
742	3.503508658
743	3.501583472
744	3.501493309
745	3.498706587
746	3.496653101
747	3.495858144
748	3.493775798
749	3.491658207
750	3.488854629
751	3.487114666
752	3.484010863
753	3.483806225
754	3.481702726
755	3.48037244
756	3.480245566
757	3.478816161
758	3.477135076
759	3.47585835
760	3.472887525
761	3.471864243
762	3.471408779
763	3.470537267
764	3.469528122
765	3.466793149
766	3.464837283
767	3.464415072
768	3.461963416
769	3.461752126
770	3.460780167
771	3.458671081
772	3.455680019
773	3.455426236
774	3.453612205
775	3.451653964
776	3.449155697
777	3.446872284
778	3.445053959
779	3.444784271
780	3.442174996
781	3.439589955
782	3.438072125
783	3.436557325
784	3.434152325
785	3.431839426
786	3.431719922
787	3.430543567
788	3.429244339
789	3.427188094
790	3.42574807
791	3.424004092
792	3.421936385
793	3.419841048
794	3.417775172
795	3.417675708
796	3.416261817
797	3.413943789
798	3.411894801
799	3.410588069
800	3.410358201
801	3.409043513
802	3.406351145
803	3.405921203
804	3.403975749
805	3.402386152
806	3.401735131
807	3.400480839
808	3.398033148
809	3.396000456
810	3.39310032
811	3.390870399
812	3.388289834
813	3.386443704
814	3.385201662
815	3.383458445
816	3.381757087
817	3.38068642
818	3.378596672
819	3.376200249
820	3.373741897
821	3.371991656
822	3.371935982
823	3.371071831
824	3.369251204
825	3.366851896
826	3.36605157
827	3.365279185
828	3.364063366
829	3.361184492
830	3.359208763
831	3.358667307
832	3.357760408
833	3.356547814
834	3.354843931
835	3.353163726
836	3.352499683
837	3.35165291
838	3.350505714
839	3.349568451
840	3.348278653
841	3.348182171
842	3.346352566
843	3.344491111
844	3.342937602
845	3.34181334
846	3.340246583
847	3.340115423
848	3.336157012
849	3.333771215
850	3.329905631
851	3.327559829
852	3.327504933
853	3.325671201
854	3.324921086
855	3.324254211
856	3.322452902
857	3.319314254
858	3.31789301
859	3.316310659
860	3.315912057
861	3.31463378
862	3.314515057
863	3.312768797
864	3.311437735
865	3.310706587
866	3.310173669
867	3.309502506
868	3.30792284
869	3.307349359
870	3.304628878
871	3.301970052
872	3.299035307
873	3.297272608
874	3.294870367
875	3.293998959
876	3.292578746
877	3.291950355
878	3.290654723
879	3.288501822
880	3.287249166
881	3.285479153
882	3.284663869
883	3.282750187
884	3.280126171
885	3.278395936
886	3.277476984
887	3.275931522
888	3.275874577
889	3.273925759
890	3.272075503
891	3.271497766
892	3.270514193
893	3.268843892
894	3.267095816
895	3.26498991
896	3.264214301
897	3.261933224
898	3.259210728
899	3.258291083
900	3.256652406
901	3.255309347
902	3.253382391
903	3.252865388
904	3.252110744
905	3.249309337
906	3.249072439
907	3.246090867
908	3.24528859
909	3.242955605
910	3.241698079
911	3.240425338
912	3.237192754
913	3.235380707
914	3.232630913
915	3.231912569
916	3.229663432
917	3.228561041
918	3.22732633
919	3.22725335
920	3.225411104
921	3.223684308
922	3.222507378
923	3.220807298
924	3.218945374
925	3.218823409
926	3.218034185
927	3.216032128
928	3.214105241
929	3.214038629
930	3.211886931
931	3.21043775
932	3.209413533
933	3.208650469
934	3.207097717
935	3.206146865
936	3.205573944
937	3.204111731
938	3.202710911
939	3.201570796
940	3.200659235
941	3.199825578
942	3.19877662
943	3.196621712
944	3.195209282
945	3.194620337
946	3.19301788
947	3.192188913
948	3.192090642
949	3.190349476
950	3.18993712
951	3.186669204
952	3.185440865
953	3.184796035
954	3.183643479
955	3.181976168
956	3.178931891
957	3.178002027
958	3.176579445
959	3.175788309
960	3.17096491
961	3.169332264
962	3.168597501
963	3.167545294
964	3.165652217
965	3.165417522
966	3.16517982
967	3.164291942
968	3.163977398
969	3.161677204
970	3.161070841
971	3.159331507
972	3.15618089
973	3.153811881
974	3.153028148
975	3.151566515
976	3.151461317
977	3.150268248
978	3.148925546
979	3.14856995
980	3.14633429
981	3.145610385
982	3.144950956
983	3.143428739
984	3.140969713
985	3.140565796
986	3.138230549
987	3.137164964
988	3.135717117
989	3.134294592
990	3.134032752
991	3.131891109
992	3.129980815
993	3.129788339
994	3.128125979
995	3.128066054
996	3.127474282
997	3.126562063
998	3.124991525
999	3.123787504
